level	headword	pos	en	vi	soat
C1	clap	verb	(intransitive) To strike the palms of the hands together, creating a sharp sound.		
C1	clap	verb	(transitive) To applaud.		
C1	clap	verb	(transitive) To slap with the hand in a jovial manner.		
C1	classroom	noun	A room, often in a school, where classes take place.	lớp học	
C1	clearance	noun	A permission for a vehicle to proceed, or for a person to travel.		
C1	clearance	noun	The act of clearing or something (such as a space) cleared.		
C1	clearance	noun	The distance between two moving objects, especially between parts of a machine		
C1	clearance	noun	The height or width of a tunnel, bridge or other passage, or the distance between a vehicle and the walls or roof of such passage; a gap, headroom.		
C1	clumsy	adj	Awkward or inefficient in use or construction, difficult to handle or manage especially because of shape.		
C1	clumsy	adj	Awkward, lacking coordination, not graceful, not dextrous.	vụng về	
C1	clumsy	adj	Not elegant or well-planned, lacking tact or subtlety.		
C1	clumsy	noun	(informal, fairly rare) A clumsy person.		
C1	coconut	noun	(uncountable) The edible white flesh of this fruit.		
C1	coconut	noun	A fruit of the coconut palm (not a true nut), Cocos nucifera, having a fibrous husk surrounding a large seed.		
C1	coconut	noun	A hard-shelled seed of this fruit, having white flesh and a fluid-filled central cavity.	(sọ) dừa	
C1	coconut	noun	The coconut palm.		
C1	collector	noun	(historical) One holding a Bachelor of Arts in Oxford, formerly appointed to superintend some scholastic proceedings in Lent.		
C1	collector	noun	A compiler of books; one who collects scattered passages and puts them together in one book.		
C1	collector	noun	A person who is employed to collect payments.		
C1	collector	noun	A person who or thing that collects, or which creates or manages a collection.		
C1	condom	noun	(loosely) Any of various forms of flexible sleeve or barrier, variously shaped for either penetrative or receptive body parts, made of latex or other impermeable material such as polyurethane or sheepskin, worn (by anyone with) during sexual activity to prevent pregnancy or the spread of STIs.		
C1	condom	noun	A flexible sleeve made of latex or other impermeable material such as polyurethane or sheepskin, worn over an erect penis during sexual intercourse as a contraceptive or as a way to prevent the spread of STIs during PIV, anal, or oral.		
C1	crook	adj	(Australia, New Zealand, slang) Annoyed, angry; upset.		
C1	crook	adj	(Australia, New Zealand, slang) Bad, unsatisfactory, not up to standard.		
C1	crook	adj	(Australia, New Zealand, slang) Ill, sick.		
C1	crook	noun	A bend; turn; curve; curvature; a flexure.		
C1	crook	noun	A bending of the knee; a genuflection.		
C1	crook	noun	A bent or curved part; a curving piece or portion (of anything).		
C1	crook	noun	A specialized staff with a semi-circular bend (a "hook") at one end used by shepherds to control their herds.		
C1	crook	verb	(intransitive) To become bent or hooked.		
C1	crook	verb	(transitive) To bend, or form into a hook.		
C1	crook	verb	To turn from the path of rectitude; to pervert; to misapply; to twist.		
C1	curry	noun	A spiced sauce or relish, especially one flavored with curry powder.	ca ri	
C1	curry	noun	Curry powder.		
C1	curry	noun	One of a family of dishes originating from Indian cuisine, flavored by a spiced sauce.	cà ri	
C1	curry	verb	(transitive, computing) To perform currying upon.		
C1	curry	verb	(transitive, figurative) To try to win or gain (favour) by flattering.		
C1	curry	verb	(transitive) To beat, thrash; to drub.		
C1	curry	verb	(transitive) To cook or season with curry powder.		
C1	curry	verb	(transitive) To dress (leather) after it is tanned by beating, rubbing, scraping and colouring.		
C1	curry	verb	(transitive) To groom (a horse); to dress or rub down a horse with a curry comb.		
C1	deadline	noun	A time limit in the form of a date on or before which something must be completed.	hạn chót	
C1	deadline	verb	(military) To render an item non-mission-capable; to ground an aircraft, etc.		
C1	defensive	adj	Displaying an inordinate sensitivity to criticism or intrusion; oversensitive; thin-skinned.		
C1	defensive	adj	Intended for defence; protective.		
C1	defensive	adj	Intended to deter attack.		
C1	defensive	adj	Performed so as to minimise risk.		
C1	defensive	noun	A means, attitude or position of defense. Chiefly in on the defensive.		
C1	define	noun	(programming) A kind of macro in source code that replaces one text string with another wherever it occurs.		
C1	define	verb	To describe, explain, or make definite and clear; used to request the listener or other person to elaborate or explain more clearly his or her intended meaning of a word or expression.		
C1	define	verb	To determine with precision; to mark out with distinctness; to ascertain or exhibit clearly.		
C1	define	verb	To express the essential nature of something.		
C1	define	verb	To state the meaning of a word, phrase, sign, or symbol.		
C1	definition	noun	(semantics, lexicography) A statement of the meaning of a word, word group, sign, or symbol; especially, a dictionary definition.		
C1	definition	noun	(usually with the definite article the) A clear instance conforming to the dictionary or textbook definition.		
C1	definition	noun	A statement expressing the essential nature of something; formulation		
C1	definition	noun	The action or process of defining.		
C1	democratic	adj	(US, politics) Alternative letter-case form of Democratic (“of, pertaining to, or supporting the Democratic Party”).		
C1	democratic	adj	Exhibiting social equality; egalitarian.		
C1	democratic	adj	Pertaining to democracy; constructed upon or in line with the principle of government chosen by the people.	dân chủ	
C1	detect	verb	(intransitive, informal) To work or solve cases as a detective.		
C1	detect	verb	To discover or find by careful search, examination, or probing.	phát hiện	
C1	evacuate	verb	(figurative) To make empty; to deprive.		
C1	evacuate	verb	(transitive) To leave or withdraw from; to quit; to retire from.		
C1	evacuate	verb	To cause (or help) to leave or withdraw from.		
C1	evacuate	verb	To make empty; to empty out; to remove the contents of, including to create a vacuum.		
C1	exhibit	noun	(law) An article formally introduced as evidence in a court.		
C1	exhibit	noun	A public showing; an exhibition.	triển lãm	
C1	exhibit	noun	An instance of exhibiting.	sự trưng bày	
C1	exhibit	noun	That which is exhibited.		
C1	exhibit	verb	(intransitive) To put on a public display.		
C1	exhibit	verb	(transitive, law) To submit (a physical object) to a court as evidence.		
C1	exhibit	verb	(transitive) To demonstrate.	bày tỏ	
C1	exhibit	verb	(transitive) To display or show (something) for others to see, especially at an exhibition or contest.	trưng bày	
C1	exhibition	noun	A demonstration of personal skill or feelings.		
C1	exhibition	noun	A large-scale public showing of objects or products.	triển lãm	
C1	exhibition	noun	A public display, intentional or otherwise, generally characterised as negative.		
C1	exhibition	noun	An instance of exhibiting, or something exhibited.		
C1	exhibition	verb	(intransitive) To participate in sexual exhibitionism.		
C1	expand	verb	(transitive, arithmetic) To multiply both the numerator and the denominator of a fraction by the same (non-zero) number (which yields a fraction of equal value).		
C1	expand	verb	(transitive) To change (something) from a smaller form or size to a larger one; to spread out or lay open.		
C1	expand	verb	(transitive) To express (something) at length and/or in detail.		
C1	expand	verb	(transitive) To increase the extent, number, volume or scope of (something).		
C1	exposure	noun	(uncountable) Lack of protection from weather or the elements.		
C1	exposure	noun	(uncountable) The condition of being exposed, uncovered, or unprotected.		
C1	exposure	noun	The act of exposing something, such as a scandal.		
C1	exposure	noun	The act or condition of being at risk of financial losses.		
C1	facial	adj	(medicine, relational) Concerned with or used in improving the appearance of the face.		
C1	facial	adj	(relational) Of or affecting the face.		
C1	facial	adj	(transferred sense, law) (of a law or regulation validity) On its face; as it appears (as opposed to on a more probing analysis, as it is applied, etc.).		
C1	facial	noun	(film) A kind of early silent film focusing on the facial expressions of the actor.		
C1	facial	noun	(medicine) A personal care beauty treatment which involves cleansing and moisturizing of the human face.		
C1	facial	noun	(slang, pornography, sex) A sex act of ejaculation onto another person's face.		
C1	facial	noun	(slang, sports) (in some contact sports) A foul play which involves one player hitting another's face.		
C1	fade	noun	(golf) A golf shot that curves intentionally to the player's right (if they are right-handed) or to the left (if left-handed).		
C1	fade	noun	(music, cinematography) A gradual decrease in the brightness of a shot or the volume of sound or music (as a means of cutting to a new scene or starting a new song).		
C1	fade	noun	(slang) A fight.		
C1	fade	noun	A haircut where the hair is short or shaved on the sides of the head and longer on top. See also high-top fade and low fade.		
C1	fade	verb	(intransitive) To grow weak; to lose strength; to decay; to perish gradually; to wither, as a plant.		
C1	fade	verb	(intransitive) To lose freshness, color, or brightness; to become faint in hue or tint; hence, to be wanting in color.		
C1	fade	verb	(intransitive) To sink away; to disappear gradually; to grow dim; to vanish.	nhòa	
C1	fade	verb	(transitive) To cause to fade.		
C1	farther	adj	Alternative form of further. (See also the usage notes at further.)		
C1	farther	adv	Alternative form of further. (See also the usage notes at further.)		
C1	ferry	noun	(nautical) A boat or ship used to transport people, smaller vehicles and goods from one port to another, usually on a regular schedule.	phà	
C1	ferry	noun	A place where passengers are transported across water in such a ship.		
C1	ferry	noun	The legal right or franchise that entitles a corporate body or an individual to operate such a service: a right of ferry.		
C1	ferry	noun	The service constituted by this watercraft's operation; the business (company) that operates such a service.		
C1	ferry	verb	(intransitive) To pass over water in a boat or by ferry.		
